Comp_meetnet	Typeklasse	Vegcode	Waterhuishoudingsklasse_2	Druk	Milieudruk	MaxMilieudrukkengroep
1	9	58	2	1	1	2
1	9	58	2	2	2	3
1	9	58	2	22	22	3
1	10	59	1	1	1	2
1	10	59	1	6	6	1
1	10	59	1	10	10	1
1	10	60	2	1	1	2
1	10	60	2	6	6	1
1	10	60	2	10	10	1
1	10	61	2	1	1	2
1	10	61	2	6	6	1
1	10	61	2	10	10	1
1	10	62	2	1	1	2
1	10	62	2	6	6	1
1	10	62	2	10	10	1
1	10	63	1	1	1	2
1	10	63	1	6	6	1
1	10	63	1	10	10	1
1	10	64	2	1	1	2
1	10	64	2	6	6	1
1	10	64	2	10	10	1
1	10	65	2	1	1	2
1	10	65	2	6	6	1
1	10	65	2	10	10	1
1	10	67	3	6	6	1
1	10	67	3	10	10	1
1	10	68	3	6	6	1
1	10	68	3	10	10	1
1	10	69	3	6	6	1
1	10	69	3	10	10	1
1	10	70	3	6	6	1
1	10	70	3	10	10	1
1	10	71	3	6	6	1
1	10	71	3	10	10	1
1	10	72	3	1	1	2
1	10	72	3	6	6	1
1	10	72	3	10	10	1
1	10	80	2	1	1	2
1	10	80	2	6	6	1
1	10	80	2	10	10	1
1	10	81	3	6	6	1
1	10	84	3	6	6	1
1	10	84	3	10	10	1
1	10	85	2	6	6	1
1	10	85	2	10	10	1
2	1	1	3	4	4	3
2	1	2	3	7	7	1
2	1	2	3	23	23	3
2	1	3	3	4	4	3
2	1	4	3	4	4	3
2	1	5	3	4	4	3
2	1	6	3	4	4	3
2	1	7	3	7	7	1
2	1	7	3	23	23	3
2	2	8	2	4	4	3
2	2	8	2	7	7	1
2	2	9	1	4	4	3
2	2	9	1	5	5	2
2	2	9	1	7	7	1
2	2	10	2	4	4	3
2	2	10	2	5	5	2
2	2	10	2	7	7	1
2	2	11	2	4	4	3
2	2	11	2	5	5	2
2	2	11	2	7	7	1
2	2	12	1	4	4	3
2	2	12	1	5	5	2
2	2	12	1	7	7	1
2	2	14	3	5	5	2
2	2	17	3	5	5	2
2	2	17	3	7	7	1
2	2	18	3	7	7	1
2	3	19	1	5	5	2
2	3	19	1	7	7	1
2	3	20	1	5	5	2
2	3	20	1	7	7	1
2	3	21	1	5	5	2
2	3	21	1	7	7	1
2	4	29	3	4	4	3
2	5	30	3	7	7	1
2	5	31	1	7	7	1
2	5	82	1	7	7	1
2	5	83	3	7	7	1
2	6	32	1	5	5	2
2	6	32	1	7	7	1
2	7	33	3	4	4	3
2	7	33	3	5	5	2
2	7	33	3	7	7	1
2	7	33	3	23	23	3
2	7	34	1	7	7	1
2	7	34	1	23	23	3
2	7	35	1	7	7	1
2	7	35	1	23	23	3
2	7	36	1	7	7	1
2	7	36	1	23	23	3
2	7	37	3	7	7	1
2	7	37	3	23	23	3
2	7	38	1	7	7	1
2	7	38	1	23	23	3
2	7	39	1	7	7	1
2	7	39	1	23	23	3
2	7	40	3	7	7	1
2	7	40	3	23	23	3
2	7	41	3	7	7	1
2	7	41	3	23	23	3
2	7	42	2	7	7	1
2	7	42	2	23	23	3
2	7	43	3	7	7	1
2	7	43	3	23	23	3
2	7	44	3	4	4	3
2	7	45	3	4	4	3
2	7	46	2	7	7	1
2	7	46	2	23	23	3
2	7	47	3	7	7	1
2	7	47	3	23	23	3
2	7	48	1	7	7	1
2	7	48	1	23	23	3
2	7	49	3	7	7	1
2	7	49	3	23	23	3
2	7	88	1	7	7	1
2	7	74	3	7	7	1
2	7	74	3	23	23	3
2	7	75	3	7	7	1
2	7	75	3	23	23	3
2	7	76	2	7	7	1
2	7	76	2	23	23	3
2	7	86	3	7	7	1
2	7	86	3	23	23	3
2	7	87	3	7	7	1
2	7	87	3	23	23	3
2	8	50	3	7	7	1
2	8	51	3	7	7	1
2	8	52	3	7	7	1
2	8	52	3	23	23	3
2	8	53	3	7	7	1
2	8	54	3	7	7	1
2	8	55	3	7	7	1
2	8	57	3	7	7	1
2	8	57	3	23	23	3
2	8	77	3	7	7	1
2	8	78	3	7	7	1
2	8	79	3	7	7	1
2	8	79	3	23	23	3
2	9	58	2	23	23	3
2	10	59	1	7	7	1
2	10	60	2	7	7	1
2	10	61	2	7	7	1
2	10	62	2	7	7	1
2	10	63	1	5	5	2
2	10	63	1	7	7	1
2	10	64	2	7	7	1
2	10	65	2	7	7	1
2	10	66	3	7	7	1
2	10	67	3	7	7	1
2	10	68	3	7	7	1
2	10	69	3	7	7	1
2	10	70	3	23	23	3
2	10	71	3	7	7	1
2	10	80	2	7	7	1
2	10	81	3	7	7	1
2	10	81	3	23	23	3
2	10	84	3	7	7	1
2	10	85	2	7	7	1
3	1	2	3	8	8	1
3	1	2	3	12	12	1
3	1	2	3	13	13	3
3	1	2	3	20	20	4
3	1	2	3	24	24	3
3	1	3	3	12	12	1
3	1	4	3	12	12	1
3	1	5	3	12	12	1
3	1	6	3	12	12	1
3	1	7	3	8	8	1
3	1	7	3	12	12	1
3	1	7	3	13	13	3
3	1	7	3	20	20	4
3	1	7	3	24	24	3
3	2	10	2	12	12	1
3	2	11	2	12	12	1
3	2	13	2	12	12	1
3	2	14	3	12	12	1
3	2	15	2	12	12	1
3	2	16	4	8	8	1
3	2	16	4	12	12	1
3	2	17	3	8	8	1
3	2	17	3	12	12	1
3	2	18	3	8	8	1
3	2	18	3	12	12	1
3	4	22	4	8	8	1
3	4	22	4	12	12	1
3	4	23	4	8	8	1
3	4	23	4	12	12	1
3	4	23	4	24	24	3
3	4	24	4	8	8	1
3	4	24	4	12	12	1
3	4	25	4	8	8	1
3	4	25	4	12	12	1
3	4	25	4	24	24	3
3	4	26	4	8	8	1
3	4	26	4	12	12	1
3	4	26	4	24	24	3
3	4	27	4	8	8	1
3	4	27	4	11	11	3
3	4	27	4	12	12	1
3	4	27	4	24	24	3
3	4	28	4	8	8	1
3	4	28	4	12	12	1
3	4	28	4	24	24	3
3	4	29	3	12	12	1
3	4	73	4	8	8	1
3	4	73	4	12	12	1
3	4	73	4	20	20	4
3	4	73	4	24	24	3
3	5	30	3	8	8	1
3	5	30	3	12	12	1
3	5	83	3	8	8	1
3	5	83	3	12	12	1
3	5	83	3	13	13	3
3	7	37	3	8	8	1
3	7	37	3	11	11	3
3	7	37	3	12	12	1
3	7	37	3	24	24	3
3	7	40	3	8	8	1
3	7	40	3	11	11	3
3	7	40	3	12	12	1
3	7	40	3	24	24	3
3	7	41	3	8	8	1
3	7	41	3	11	11	3
3	7	41	3	12	12	1
3	7	41	3	24	24	3
3	7	42	2	12	12	1
3	7	43	3	8	8	1
3	7	43	3	12	12	1
3	7	43	3	24	24	3
3	7	44	3	8	8	1
3	7	44	3	12	12	1
3	7	44	3	24	24	3
3	7	45	3	12	12	1
3	7	45	3	13	13	3
3	7	46	2	8	8	1
3	7	46	2	24	24	3
3	7	47	3	8	8	1
3	7	47	3	12	12	1
3	7	47	3	24	24	3
3	7	49	3	8	8	1
3	7	49	3	12	12	1
3	7	49	3	24	24	3
3	7	74	3	8	8	1
3	7	74	3	11	11	3
3	7	74	3	12	12	1
3	7	74	3	24	24	3
3	7	75	3	8	8	1
3	7	75	3	12	12	1
3	7	89	3	8	8	1
3	7	89	3	12	12	1
3	7	76	2	8	8	1
3	7	76	2	12	12	1
3	7	76	2	24	24	3
3	7	86	3	8	8	1
3	7	86	3	12	12	1
3	7	86	3	24	24	3
3	7	87	3	8	8	1
3	7	87	3	12	12	1
3	7	87	3	24	24	3
3	8	50	3	8	8	1
3	8	50	3	12	12	1
3	8	50	3	24	24	3
3	8	51	3	8	8	1
3	8	51	3	12	12	1
3	8	51	3	24	24	3
3	8	52	3	8	8	1
3	8	52	3	12	12	1
3	8	52	3	24	24	3
3	8	53	3	8	8	1
3	8	53	3	12	12	1
3	8	53	3	24	24	3
3	8	54	3	8	8	1
3	8	54	3	12	12	1
3	8	54	3	24	24	3
3	8	55	3	8	8	1
3	8	55	3	12	12	1
3	8	55	3	24	24	3
3	8	56	5	8	8	1
3	8	56	5	12	12	1
3	8	56	5	24	24	3
3	8	57	3	8	8	1
3	8	57	3	12	12	1
3	8	57	3	24	24	3
3	8	77	3	8	8	1
3	8	77	3	12	12	1
3	8	77	3	13	13	3
3	8	77	3	24	24	3
3	8	78	3	8	8	1
3	8	78	3	12	12	1
3	8	78	3	24	24	3
3	8	79	3	8	8	1
3	8	79	3	12	12	1
3	8	79	3	24	24	3
3	9	58	2	12	12	1
3	9	58	2	24	24	3
3	10	60	2	8	8	1
3	10	60	2	13	13	3
3	10	61	2	8	8	1
3	10	61	2	12	12	1
3	10	62	2	8	8	1
3	10	62	2	12	12	1
3	10	64	2	8	8	1
3	10	64	2	12	12	1
3	10	64	2	13	13	3
3	10	65	2	8	8	1
3	10	65	2	12	12	1
3	10	66	3	8	8	1
3	10	66	3	12	12	1
3	10	67	3	8	8	1
3	10	67	3	12	12	1
3	10	67	3	13	13	3
3	10	68	3	8	8	1
3	10	68	3	12	12	1
3	10	68	3	13	13	3
3	10	69	3	8	8	1
3	10	69	3	12	12	1
3	10	69	3	13	13	3
3	10	70	3	8	8	1
3	10	70	3	12	12	1
3	10	70	3	13	13	3
3	10	71	3	8	8	1
3	10	71	3	12	12	1
3	10	71	3	13	13	3
3	10	72	3	12	12	1
3	10	80	2	12	12	1
3	10	81	3	8	8	1
3	10	81	3	12	12	1
3	10	84	3	8	8	1
3	10	84	3	12	12	1
3	10	85	2	8	8	1
4	2	16	4	7	7	2
4	2	16	4	9	9	1
4	4	22	4	7	7	2
4	4	22	4	9	9	1
4	4	22	4	23	23	3
4	4	22	4	25	25	2
4	4	23	4	7	7	2
4	4	23	4	9	9	1
4	4	23	4	19	19	4
4	4	23	4	23	23	3
4	4	23	4	25	25	2
4	4	24	4	7	7	2
4	4	24	4	9	9	1
4	4	24	4	23	23	3
4	4	24	4	25	25	2
4	4	25	4	7	7	2
4	4	25	4	9	9	1
4	4	25	4	23	23	3
4	4	25	4	25	25	2
4	4	26	4	4	4	3
4	4	26	4	7	7	2
4	4	26	4	9	9	1
4	4	26	4	23	23	3
4	4	26	4	25	25	2
4	4	27	4	7	7	2
4	4	27	4	9	9	1
4	4	27	4	23	23	3
4	4	27	4	25	25	2
4	4	28	4	4	4	3
4	4	28	4	7	7	2
4	4	28	4	9	9	1
4	4	28	4	17	17	2
4	4	28	4	23	23	3
4	4	28	4	25	25	2
4	4	73	4	7	7	2
4	4	73	4	9	9	1
4	4	73	4	21	21	4
4	4	73	4	23	23	3
4	4	73	4	25	25	2
4	8	56	5	9	9	1
4	8	56	5	17	17	2
5	1	1	3	3	3	4
5	1	1	3	9	9	1
5	1	1	3	14	14	2
5	1	1	3	15	15	2
5	1	1	3	16	16	4
5	1	1	3	18	18	4
5	1	1	3	25	25	3
5	1	2	3	9	9	1
5	1	2	3	14	14	2
5	1	2	3	15	15	2
5	1	2	3	21	21	4
5	1	2	3	25	25	3
5	1	3	3	9	9	1
5	1	3	3	14	14	2
5	1	3	3	15	15	2
5	1	3	3	16	16	4
5	1	3	3	18	18	4
5	1	3	3	25	25	3
5	1	4	3	3	3	4
5	1	4	3	9	9	1
5	1	4	3	15	15	2
5	1	4	3	17	17	4
5	1	4	3	19	19	4
5	1	4	3	25	25	3
5	1	5	3	9	9	1
5	1	5	3	14	14	2
5	1	5	3	15	15	2
5	1	5	3	16	16	4
5	1	5	3	18	18	4
5	1	6	3	9	9	1
5	1	6	3	14	14	2
5	1	6	3	15	15	2
5	1	6	3	16	16	4
5	1	6	3	18	18	4
5	1	7	3	9	9	1
5	1	7	3	14	14	2
5	1	7	3	15	15	2
5	1	7	3	21	21	4
5	1	7	3	25	25	3
5	2	8	2	3	3	4
5	2	8	2	9	9	1
5	2	13	2	9	9	1
5	2	14	3	9	9	1
5	2	15	2	9	9	1
5	2	17	3	9	9	1
5	2	18	3	9	9	1
5	4	29	3	14	14	2
5	4	29	3	15	15	2
5	4	29	3	16	16	4
5	4	29	3	18	18	4
5	5	30	3	9	9	1
5	5	83	3	9	9	1
5	7	33	3	9	9	1
5	7	33	3	14	14	2
5	7	33	3	15	15	2
5	7	33	3	25	25	3
5	7	34	1	9	9	1
5	7	34	1	25	25	3
5	7	35	1	9	9	1
5	7	35	1	25	25	3
5	7	36	1	25	25	3
5	7	37	3	9	9	1
5	7	37	3	14	14	2
5	7	37	3	25	25	3
5	7	38	1	25	25	3
5	7	39	1	9	9	1
5	7	39	1	25	25	3
5	7	40	3	9	9	1
5	7	40	3	14	14	2
5	7	40	3	25	25	3
5	7	41	3	9	9	1
5	7	41	3	14	14	2
5	7	41	3	25	25	3
5	7	42	2	9	9	1
5	7	42	2	25	25	3
5	7	43	3	9	9	1
5	7	43	3	14	14	2
5	7	43	3	25	25	3
5	7	44	3	9	9	1
5	7	44	3	14	14	2
5	7	44	3	15	15	2
5	7	44	3	16	16	4
5	7	44	3	25	25	3
5	7	45	3	9	9	1
5	7	45	3	14	14	2
5	7	45	3	15	15	2
5	7	45	3	16	16	4
5	7	46	2	9	9	1
5	7	46	2	14	14	2
5	7	46	2	25	25	3
5	7	47	3	9	9	1
5	7	47	3	14	14	2
5	7	47	3	15	15	2
5	7	47	3	25	25	3
5	7	48	1	9	9	1
5	7	48	1	25	25	3
5	7	49	3	9	9	1
5	7	49	3	14	14	2
5	7	49	3	15	15	2
5	7	49	3	25	25	3
5	7	74	3	9	9	1
5	7	74	3	14	14	2
5	7	74	3	25	25	3
5	7	75	3	9	9	1
5	7	75	3	14	14	2
5	7	89	3	9	9	1
5	7	89	3	14	14	2
5	7	76	2	9	9	1
5	7	76	2	14	14	2
5	7	76	2	25	25	3
5	7	86	3	9	9	1
5	7	86	3	14	14	2
5	7	86	3	15	15	2
5	7	86	3	25	25	3
5	7	87	3	9	9	1
5	7	87	3	14	14	2
5	7	87	3	15	15	2
5	7	87	3	25	25	3
5	8	50	3	9	9	1
5	8	50	3	14	14	2
5	8	50	3	25	25	3
5	8	51	3	9	9	1
5	8	51	3	14	14	2
5	8	51	3	25	25	3
5	8	52	3	9	9	1
5	8	52	3	14	14	2
5	8	52	3	25	25	3
5	8	53	3	9	9	1
5	8	54	3	9	9	1
5	8	55	3	9	9	1
5	8	55	3	17	17	4
5	8	55	3	25	25	3
5	8	56	5	9	9	1
5	8	56	5	17	17	4
5	8	57	3	9	9	1
5	8	57	3	14	14	2
5	8	57	3	25	25	3
5	8	77	3	9	9	1
5	8	77	3	14	14	2
5	8	77	3	15	15	2
5	8	77	3	25	25	3
5	8	78	3	9	9	1
5	8	78	3	14	14	2
5	8	78	3	25	25	3
5	8	79	3	9	9	1
5	8	79	3	14	14	2
5	10	60	2	9	9	1
5	10	61	2	9	9	1
5	10	62	2	9	9	1
5	10	64	2	9	9	1
5	10	65	2	9	9	1
5	10	66	3	9	9	1
5	10	66	3	14	14	2
5	10	66	3	15	15	2
5	10	66	3	16	16	4
5	10	67	3	9	9	1
5	10	67	3	14	14	2
5	10	68	3	9	9	1
5	10	69	3	9	9	1
5	10	69	3	14	14	2
5	10	70	3	9	9	1
5	10	70	3	14	14	2
5	10	71	3	9	9	1
5	10	71	3	14	14	2
5	10	72	3	9	9	1
5	10	72	3	14	14	2
5	10	72	3	15	15	2
5	10	80	2	9	9	1
5	10	81	3	9	9	1
5	10	81	3	14	14	2
5	10	84	3	9	9	1
5	10	84	3	14	14	2
5	10	85	2	9	9	1
